id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4_1,p4_2,p4_3,p4_4,p4_5,p4_6,p4_7,p4_8,p4_9,p4_10,p5,p6,p7a_1,p7a_2,p7a_3,p7a_4,p7a_5,p7a_6,p7a_7,p7a_8,p7b_1,p7b_2,p7b_3,p7b_4,p7b_5,p7b_6,p7b_7,p7b_8,p7b_9,p8_1,p8_2,p8_3,p8_4,p8_5,p8_6,p8_7,p8_8,p9,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p11_7,p11_8,p11_9,p11_10,p11_11,p11_12,p12_1,p12_2,p12_3,p13_1,p13_2,p13_3,p14_1,p14_2,p14_3,p14_4,p14_5,p15_1,p15_2,p15_3,p16_1,p16_2,p16_3,p16_4,p16_5,p16_6,p16_7,p16_8,p16_9,p17_1,p17_2,p17_3,p17_4,p17_5,p17_6,p17_7,p17_8,p17_9,p17_10,p17_11,p17_12,p17_13,p17_14,p17_15,p17_16,p17_17,p17_18,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19,p20_1,p20_2,p20_3,p20_4,p20_5,p20_6,p20_7,p20_8,p20_9,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p21_7,p21_8,p22,p22_titulo,p22_autor,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p23_7,p23_8,p23_9,p23_10,p24_1,p24_2,p24_3,p24_4,p24_5,p24_6,p24_7,p24_8,p24_9,p24_10,p24_11,p24_12,p24_13,p25a_1,p25a_2,p25a_3,p25a_4,p25a_5,p25a_6,p25a_7,p25a_8,p25a_9,p25a_10,p25a_11,p25a_12,p25a_13,p25a_14,p25a_15,p25a_16,p25a_17,p25b_1,p25b_2,p25b_3,p25b_4,p25b_5,p25b_6,p25b_7,p25b_8,p25b_9,p25b_10,p25b_11,p25b_12,p25b_13,p25b_14,p25b_15,p25b_16,p25b_17,p25b_18,p25b_19,p25b_20,p25b_21,p25c,p26,p26_titulo,p26_autor,p27,p27_titulo,p27_autor,p28,p29,p30,gen_r,gen_sex,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
277.0,Mujer,70.0,65+,100.001 - 500.000,"Palmas, Las",Canarias,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Llego/se llega justo a final de mes,PSOE (Partido Socialista Obrero Español),6,Tres o cuatro veces por semana,Casi nunca,Casi nunca,Alguna vez al mes,Todos o casi todos los días,Todos o casi todos los días,Casi nunca,Nunca,Tres o cuatro veces por semana,Todos o casi todos los días,Entre 2 y 3,Leo menos libros ahora,,,,,,,,,Not Selected,Selected,Selected,,Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Si, a veces","No, nunca","Si, siempre","Si, a veces","Si, siempre","No, nunca","Si, siempre","Si, a veces",Más de 100 y hasta 200,Siempre,Nunca,Nunca,Nunca,Nunca,Casi nunca,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,No,No,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Los leo siempre traducidos al castellano,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 1 hora y hasta 2 horas,Siempre,Algunas veces,Nunca,Nunca,Algunas veces,Algunas veces,Casi nunca,Casi nunca,Nunca,Bastante,Nada,Mucho,Poco,Poco,Bastante,Nada,Poco,Bastante,Poco,Bastante,Mucho,Bastante,Poco,Nada,Nada,Bastante,Poco,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,No,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Poco,Bastante,Nada,Bastante,Mucho,Poco,Bastante,Sí,Nada,Carmen Laforet,,,,,,,,,,,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Si,Si,No,No,No,No,No,No,Si,No,Si,Si,Si,No,No,Si,No,No,Si,No,Si,"Leer libros académicos, dirigidos a personas conocedoras o expertos en la materia",Sí,El Infierno,Carmen Mola,Si,Ética para Amador,Fernando Savater,Juan José Millás,"Si, me gustaría leer mucho más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",0.9308814068420456
278.0,Mujer,73.0,65+,500.000+,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,D,He tenido/se ha tenido que echar mano del ahorro,PSOE (Partido Socialista Obrero Español),4,Tres o cuatro veces por semana,Todos o casi todos los días,Todos o casi todos los días,Alguna vez al mes,Nunca,Nunca,Nunca,Nunca,Todos o casi todos los días,Todos o casi todos los días,Entre 2 y 3,Leo menos libros ahora,,,,,,,,,Not Selected,Not Selected,,,Selected,Not Selected,Selected,Not Selected,Not Selected,"Si, siempre","No, nunca","Si, a veces","Si, siempre","Si, a veces","Si, a veces","Si, siempre","Si, a veces",Más de 50 y hasta 100,Algunas veces,A menudo,Nunca,Nunca,Nunca,Nunca,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,No,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 1 hora y hasta 2 horas,Siempre,Nunca,Nunca,Algunas veces,Algunas veces,Nunca,Con frecuencia,Algunas veces,Nunca,Poco,Bastante,Bastante,Bastante,Bastante,Poco,Nada,Nada,Bastante,Poco,Poco,Mucho,Mucho,Poco,Bastante,Bastante,Poco,Bastante,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Mucho,Mucho,Nada,Poco,Mucho,Bastante,Mucho,,,,,,,,,,,,,,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,Si,Si,No,No,No,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,Si,Dime quién soy,Julia Navarro,No especifica,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",1.1108389374665306
279.0,Mujer,41.0,35-44,10.001 - 20.000,Bizkaia,País Vasco,"Sí, con uno/a de 0 a 8 años",Tercer Grado (Máster)	,A2,Ahorro/se ahorra un poco de dinero cada mes,EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),5,Todos o casi todos los días,Casi nunca,Todos o casi todos los días,Una o dos veces por semana,Tres o cuatro veces por semana,Casi nunca,Una o dos veces por semana,Alguna vez al mes,Una o dos veces por semana,Todos o casi todos los días,Entre 4 y 6,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,"Si, a veces","Si, a veces","Si, siempre","Si, a veces","Si, a veces","Si, a veces","Si, siempre","Si, a veces",Más 200 libros y hasta 500,Algunas veces,Siempre,Nunca,Nunca,Nunca,Nunca,Sí,No,No,No,No,No,No,No,No,Sí,No,Sí,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Selected,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Más de 30 minutos y hasta 1 hora,Siempre,Nunca,Nunca,Algunas veces,Siempre,Casi nunca,Nunca,Algunas veces,Nunca,Bastante,Bastante,Bastante,Bastante,Bastante,Nada,Poco,Bastante,Bastante,Nada,Nada,Bastante,Mucho,Poco,Nada,Nada,Nada,Poco,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Sí,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Mucho,Bastante,Bastante,Mucho,Nada,Bastante,Poco,Bastante,,,,,,,,,,,,,,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,No,No,Si,Si,Si,No,Si,Si,No,No,No,Si,Si,Si,No,Si,No,No,Si,Si,No,No,Depende del tema,No,,,Si,"Se menciona autor/a, no obra","Se menciona autor/a, no obra",Carmen Mola,"Si, me gustaría leer mucho más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Millennials,Mujer [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.8555882219559471
280.0,Mujer,67.0,65+,100.001 - 500.000,Asturias,"Asturias, Principado de","Sí, con uno/a de 18 años o más","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A1,Llego/se llega justo a final de mes,UPL (Unión del Pueblo Leonés),5,Todos o casi todos los días,Todos o casi todos los días,Una o dos veces por semana,Todos o casi todos los días,Alguna vez al mes,Una o dos veces por semana,Alguna vez al trimestre,Alguna vez al mes,Una o dos veces por semana,Todos o casi todos los días,Entre 7 y 10,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,"Si, siempre","Si, a veces","Si, siempre","Si, siempre","Si, siempre","Si, a veces","Si, siempre","Si, siempre",Más de 500,Siempre,Casi nunca,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Los leo siempre traducidos al castellano,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Selected,Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Con frecuencia,Algunas veces,Nunca,Algunas veces,Algunas veces,Algunas veces,Con frecuencia,Algunas veces,Casi nunca,Poco,Poco,Poco,Bastante,Bastante,Nada,Nada,Poco,Poco,Poco,Bastante,Bastante,Bastante,Bastante,Poco,Poco,Poco,Poco,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Bastante,Bastante,Poco,Poco,Bastante,Poco,Bastante,,,,,,,,,,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Si,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Depende del tema,Sí,La acera rota,Mercedes Neuschäfer-Carlón ,Si,Tradiciones asturianas,Elviro Martínez,Juan José Millás,"Si, me gustaría leer un poco más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Alta / Media Alta,Parado,"Tercer grado, segundo ciclo y más",0.9609931958199288
281.0,Mujer,55.0,55-64,20.001 - 50.000,Barcelona,Cataluña,No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,E1,Llego/se llega justo a final de mes,No voté,No lo sé,Una o dos veces por semana,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Alguna vez al mes,Nunca,Nunca,Nunca,Todos o casi todos los días,Todos o casi todos los días,Entre 2 y 3,Leo más libros ahora,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,,,,,,,,,,"Si, a veces","Si, siempre","No, nunca","Si, siempre","Si, siempre","Si, siempre","Si, siempre","Si, a veces",Entre 10 y 50,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,No,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Con frecuencia,Casi nunca,Nunca,Con frecuencia,Con frecuencia,Con frecuencia,Con frecuencia,Con frecuencia,Nunca,Poco,Poco,Poco,Bastante,Bastante,Poco,Poco,Poco,Bastante,Poco,Bastante,Bastante,Poco,Poco,Bastante,Poco,Poco,Bastante,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,No,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,Sí,No,No,Sí,No,Sí,Sí,No,No,No,Si,Si,No,No,Si,No,No,Si,No,No,Si,Si,No,Si,No,No,Si,Si,No,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,No suelo regalar libros,,,Jorge Bucay,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Generacion X,Mujer [Generacion X],Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",1.1314810531439066
282.0,Mujer,67.0,65+,100.001 - 500.000,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Ahorro/se ahorra un poco de dinero cada mes,PP (Partido Popular),6,Todos o casi todos los días,Todos o casi todos los días,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Alguna vez al trimestre,Nunca,Nunca,Nunca,Tres o cuatro veces por semana,Todos o casi todos los días,Entre 4 y 6,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,No lo recuerdo,"No, nunca","No, nunca","Si, a veces","Si, siempre","Si, a veces","Si, a veces","No, nunca",Más de 100 y hasta 200,Algunas veces,A menudo,Nunca,Nunca,Nunca,Nunca,No,No,Sí,No,No,No,No,Sí,No,Sí,Sí,No,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Los leo siempre traducidos al castellano,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Siempre,Casi nunca,Nunca,Casi nunca,Nunca,Nunca,Con frecuencia,Casi nunca,Casi nunca,Poco,Bastante,Mucho,Bastante,Bastante,Poco,Poco,Poco,Bastante,Poco,Poco,Mucho,Bastante,Bastante,Poco,Poco,Poco,Poco,Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Sí,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Bastante,Mucho,Poco,Poco,Bastante,Nada,Bastante,,,,,,,,,,,,,,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,Si,No,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",Sí,"Se menciona autor/a, no obra","Se menciona autor/a, no obra",Si,Reina roja,Juan Gómez-Jurado,María Dueñas,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",0.8639802540523973
283.0,Mujer,51.0,45-54,50.001 - 100.000,Jaén,Andalucía,"Sí, con uno/a de 0 a 8 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Llego/se llega justo a final de mes,PP (Partido Popular),7,Una o dos veces por semana,Todos o casi todos los días,Una o dos veces por semana,Casi nunca,Tres o cuatro veces por semana,Todos o casi todos los días,Alguna vez al trimestre,Alguna vez al trimestre,Todos o casi todos los días,Todos o casi todos los días,Entre 4 y 6,Leo más libros ahora,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,,,,,,,,"Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, siempre","Si, a veces","Si, siempre","Si, siempre",Más de 50 y hasta 100,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Más de 30 minutos y hasta 1 hora,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Siempre,Casi nunca,Nunca,Algunas veces,Algunas veces,Nunca,Casi nunca,Nunca,Nunca,Nada,Poco,Poco,Bastante,Mucho,Bastante,Nada,Poco,Bastante,Nada,Bastante,Mucho,Bastante,Poco,Nada,Nada,Nada,Poco,,,,,,,,,,,,,,,Sí,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Mucho,Poco,Poco,Poco,Bastante,Nada,Bastante,,,,,,,,,,,,,,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,No,No,Si,Si,Si,No,No,No,No,No,Si,Si,Si,Si,No,No,No,No,No,Si,No,No,Si,Depende del tema,No,,,No suelo regalar libros,,,No especifica,"Si, me gustaría leer mucho más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Generacion X,Mujer [Generacion X],Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",1.169520642338809
284.0,Hombre,67.0,65+,20.001 - 50.000,Zaragoza,Aragón,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Ahorro/se ahorra un poco de dinero cada mes,Voté en blanco,4,Una o dos veces por semana,Todos o casi todos los días,Alguna vez al mes,Todos o casi todos los días,Una o dos veces por semana,Nunca,Nunca,Nunca,Todos o casi todos los días,Todos o casi todos los días,Entre 2 y 3,Leo menos libros ahora,,,,,,,,,Not Selected,Not Selected,,,Not Selected,Not Selected,Not Selected,Selected,Not Selected,"No, nunca","No, nunca","No, nunca","No, nunca","Si, a veces","Si, a veces","Si, a veces","Si, a veces",Menos de 10,Siempre,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Sí,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Más de 30 minutos y hasta 1 hora,15 minutos o menos,Más de 1 hora y hasta 2 horas,Siempre,Algunas veces,Nunca,Nunca,Algunas veces,Nunca,Algunas veces,Nunca,Nunca,Bastante,Bastante,Bastante,Bastante,Poco,Bastante,Poco,Poco,Bastante,Poco,Bastante,Bastante,Bastante,Bastante,Poco,Poco,Poco,Poco,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Sí,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Poco,Poco,Bastante,Poco,Poco,Bastante,Bastante,,,,,,,,,,,,,,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,No,No,Si,Si,Si,No,Si,Si,Si,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,No suelo regalar libros,,,Almudena grandes,"Si, me gustaría leer un poco más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",1.3259498068095763
285.0,Hombre,53.0,45-54,50.001 - 100.000,Alicante/Alacant,Comunitat Valenciana,"Sí, con uno/a de 13 a 17 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,B,Ahorro/se ahorra un poco de dinero cada mes,No lo sé,5,Tres o cuatro veces por semana,Todos o casi todos los días,Tres o cuatro veces por semana,Todos o casi todos los días,Alguna vez al mes,Nunca,Casi nunca,Casi nunca,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Entre 2 y 3,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,"Si, a veces","No, nunca","Si, a veces","No, nunca","Si, siempre","Si, a veces","Si, a veces","Si, a veces",Más de 100 y hasta 200,Algunas veces,Siempre,Casi nunca,Casi nunca,Siempre,Nunca,Sí,No,No,No,No,No,No,Sí,Sí,No,Sí,No,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Siempre,Nunca,Nunca,Nunca,Casi nunca,Casi nunca,Nunca,Casi nunca,Nunca,Poco,Poco,Poco,Bastante,Bastante,Poco,Poco,Poco,Poco,Poco,Nada,Bastante,Poco,Nada,Nada,Nada,Poco,Poco,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Nada,Nada,Nada,Poco,Nada,Nada,Nada,,,,,,,,,,,,,,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",Sí,Antes todo esto era campo atrás,Pablo Lolaso,No suelo regalar libros,,,No especifica,"No, ya dedico el tiempo que quiero a leer",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Generacion X,Hombre [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",0.9501046447242883
286.0,Hombre,62.0,55-64,20.001 - 50.000,Valencia/València,Comunitat Valenciana,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Llego/se llega justo a final de mes,Sumar,2,Una o dos veces por semana,Todos o casi todos los días,Todos o casi todos los días,Tres o cuatro veces por semana,Nunca,Nunca,Nunca,Nunca,Casi nunca,Todos o casi todos los días,Entre 4 y 6,Leo más libros ahora,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,,,,,,,,"Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, a veces",Entre 10 y 50,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,No suelo leer libros que no estén escritos originalmente en castellano,Los leo algunas veces en la lengua original,No suelo leer libros que no estén escritos originalmente en castellano,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Siempre,Algunas veces,Nunca,Casi nunca,Algunas veces,Casi nunca,Casi nunca,Algunas veces,Casi nunca,Nada,Poco,Nada,Bastante,Bastante,Nada,Nada,Nada,Bastante,Bastante,Bastante,Bastante,Bastante,Poco,Poco,Poco,Nada,Poco,,,,,,,,,,,,,,,Sí,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Bastante,Poco,Poco,Nada,Poco,Poco,Poco,,,,,,,,,,,,,,No,No,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Si,Si,Si,No,No,Si,No,No,Si,Si,No,Si,No,Si,Si,No,No,No,No,No,Depende del tema,No,,,No suelo regalar libros,,,Almudena grandes,"No, ya dedico el tiempo que quiero a leer",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",1.102753837797345
